rank,wcaId,name,single,average,single_score,average_score
1431,2014VARG02,Kevin Aldair,517.91,555.83,58.77,59.88
1432,2017FISH03,Michael Fisher,517.92,555.67,58.77,59.91
1433,2013NELS01,Tom Nelson,517.96,557.29,58.76,59.63
1434,2010AUNI01,Fayyadh Aunilbarr,518.05,560.08,58.75,59.16
1435,2017SAHI01,Taosif Amin,518.12,582.63,58.73,55.39
1436,2010LIMD01,David Lim,518.19,556.31,58.72,59.8
1437,2019MEJI04,Alejandro Arteaga,518.21,557.15,58.72,59.66
1438,2011KUDA01,Nurym Kudaibergen,518.24,551.98,58.71,60.53
1439,2014ALBA01,Daniel Martinez,518.28,563.43,58.7,58.6
1440,2016LILI01,Lianghui Li,518.58,559.17,58.65,59.32
1441,2015SULS01,Kevin Sulser,518.71,554.71,58.63,60.07
1442,2018STEP07,Lachlan Stephens,518.72,587.79,58.62,54.54
1443,2016AGUI09,Abraham Torres,518.74,568.31,58.62,57.78
1444,2014KARL01,Alexander Karlov,519.01,556.55,58.57,59.76
1445,2012HAMA03,Brock Hamann,519.03,568.01,58.57,57.83
1446,2015PANE01,Ethan Pan,519.11,561.74,58.55,58.88
1447,2017FANG13,Pengkai Fang,519.16,562.17,58.54,58.81
1448,2013HADK01,Ishaan Nimish,519.31,570.19,58.52,57.46
1449,2017WALL02,Arthur Wallem,519.36,576.58,58.51,56.4
1450,2016RIDL01,Ben Ridley,519.5,574.21,58.48,56.79
1451,2014SALA15,Luis Sinhue,519.53,566.24,58.47,58.13
1452,2017FURE01,Dominik Fürer,519.65,559.64,58.45,59.24
1453,2017SORA01,Abraham Arcila,519.74,557.35,58.44,59.62
1454,2018MICI01,Ivan Micieli,520.05,572.83,58.38,57.02
1455,2016PYWI01,Wilfrid Py,520.17,575.71,58.36,56.54
1456,2011BERG02,Anders Berggren,520.19,574.52,58.35,56.74
1457,2012FINO01,Viktor Finogenov,520.49,564.53,58.3,58.41
1458,2016GARC08,Carl Joshua,520.55,558.5,58.29,59.43
1459,2018PIHL01,Noah Pihlstrand,520.55,581.12,58.29,55.64
1460,2017WITT05,Mason Witt,520.56,563.22,58.29,58.63
1461,2017STRI03,Andrew Strickland,520.59,551.05,58.28,60.69
1462,2017ROJA19,Jose Nicolas,520.61,577.85,58.28,56.18
1463,2017MANM01,Marco Ho,520.62,552.14,58.27,60.5
1464,2012DERG01,Dmitry Dergunov,520.81,563.5,58.24,58.59
1465,2016DOYL02,Jack Doyle,520.92,576.69,58.22,56.38
1466,2009BOUR01,Ian Bourn,520.93,568.04,58.22,57.82
1467,2011AMOR01,David Remolina,520.94,561.67,58.22,58.89
1468,2018BRUU01,Jacob Oliver,521.21,580.88,58.17,55.68
1469,2017SERM01,Artyom Sermyazhko,521.25,549.53,58.16,60.94
1470,2015CHAN26,Jaime Andrés,521.37,561.24,58.14,58.97
1471,2011WANG52,Xiaowei Wang,521.46,570.91,58.12,57.34
1472,2017SALA07,Ronald Fernando,521.53,556.75,58.11,59.72
1473,2018YAQU01,Dmitry Matthew,521.59,555.04,58.1,60.01
1474,2017ESTR04,Dereck Estrada,521.63,572.42,58.09,57.09
1475,2009GARR01,José Garrido,521.71,557.8,58.07,59.55
1476,2015DASA02,Aniket Das,521.88,561.6,58.04,58.91
1477,2016WASE01,Yannic Waser,521.98,560.47,58.02,59.1
1478,2016WUJI01,Jiashun Wu,522.08,552.72,58.01,60.4
1479,2013DAVA01,Alex Davani,522.14,555.67,58.0,59.91
1480,2008YANG04,Jin Yang,522.15,565.17,57.99,58.31
1481,2016PERS01,Ordway Persyn,522.19,554.7,57.99,60.07
1482,2017ONUS01, Maxim,522.22,548.57,57.98,61.11
1483,2018ARAA01, Andrea,522.22,567.02,57.98,57.99
1484,2019LIAN13,Feng Liang,522.27,555.52,57.97,59.93
1485,2017MINK04,Jonathan Soo,522.53,587.09,57.92,54.65
1486,2011HUXI01,Xiao Hu,522.76,579.12,57.88,55.97
1487,2015FELI01,Walter Felix,522.89,572.48,57.86,57.08
1488,2012SANT12,Rafael Rodriguez,522.95,575.96,57.85,56.5
1489,2018OLII01,Maksym Oliynyk,522.96,568.12,57.84,57.81
1490,2014OUSH01,Shihao Ou,523.03,554.21,57.83,60.15
1491,2019CHEJ02,Jiun-Ze Chen,523.04,555.8,57.83,59.88
1492,2014SANT31,Bernardo Zakur,523.09,572.97,57.82,57.0
1493,2017REYE27,Jose Smith,523.14,562.73,57.81,58.72
1494,2010JIAZ01,Zhihao Jia,523.18,564.08,57.8,58.49
1495,2014YAKU02,Auel Yakubu,523.21,563.28,57.8,58.62
1496,2011OMAH01,Jack O'Mahony,523.22,592.46,57.8,53.77
1497,2013ZHAJ01,Jichen Zha,523.22,555.64,57.8,59.91
1498,2008ZIEL01,Kamil Zieliński,523.24,570.45,57.79,57.42
1499,2017JIME07,Santiago Ramírez,523.27,561.24,57.79,58.97
1500,2016ZHEN25,Yuzhuo Zheng,523.3,569.8,57.78,57.53
1501,2014LONG06,Bertie Longden,523.31,575.82,57.78,56.52
1502,2009XIAN01,Teo Kai,523.48,555.6,57.75,59.92
1503,2009BLAI01,AJ Blair,523.49,550.88,57.75,60.71
1504,2017YANR02,Ruimin Yan,523.49,567.11,57.75,57.98
1505,2017MORA08,Olander Rafael,523.6,562.04,57.73,58.83
1506,2017YANG12,Joe Yang,523.6,566.98,57.73,58.0
1507,2012CZAK01,Juliusz Czakon,523.74,555.92,57.7,59.86
1508,2016DURA09,Paweł Duraj,523.76,568.49,57.7,57.75
1509,2018SONG20,Yuxuan Song,523.8,546.95,57.69,61.38
1510,2012QINL01,Ling Qin,523.83,565.4,57.69,58.27
1511,2015CHAN37,Max Chan,523.85,542.53,57.68,62.13
1512,2019HALL04,Caleb Hall,523.89,567.45,57.67,57.92
1513,2018DAVI08,Shane David,523.96,555.18,57.66,59.99
1514,2012ITOR01,Ryo Ito,524.01,565.17,57.65,58.31
1515,2019COON04,Gage Coon,524.42,585.21,57.58,54.96
1516,2011LINB01,Brandon Lin,524.6,581.17,57.54,55.63
1517,2014BLOC01,Josh Bloch,524.69,549.56,57.53,60.94
1518,2013BRAT01,Martin Brath,524.74,584.86,57.52,55.02
1519,2018KHAN28,Zayn Khanani,524.74,555.9,57.52,59.87
1520,2014NIEL03,Calvin Nielson,524.84,572.63,57.5,57.06
1521,2017ZHUJ02,Jitao Zhu,524.97,573.99,57.48,56.83
1522,2018DANI09,Philipp Danileiko,525.0,581.97,57.47,55.5
1523,2010CHAN19,Ting-Guang Chang,525.07,566.28,57.46,58.12
1524,2015LEWI01,Jay Lewis,525.29,592.73,57.42,53.73
1525,2012KONG01,Qingwei Kong,525.36,558.42,57.41,59.44
1526,2017PORT04,Daniel Porter,525.49,564.22,57.38,58.46
1527,2015QIAN02,Qiuhao Qian,525.51,566.42,57.38,58.1
1528,2018BIDW02,Matthew Bidwell,525.52,561.65,57.38,58.9
1529,2016CARL02,Jérôme Carlier,525.53,559.11,57.37,59.33
1530,2012SOKO01,Jakub Sokołowski,525.61,580.58,57.36,55.73
1531,2007BERN01,Balázs Bernát,525.74,565.48,57.34,58.25
1532,2018OWIE01,Sebastian Owieczko,525.79,559.23,57.33,59.3
1533,2017CRUZ17,Jonathan Gerardo,526.03,563.54,57.28,58.58
1534,2018DUKL01,Aleksandar Dukleski,526.16,575.49,57.26,56.58
1535,2018JINZ02,Zhibo Jin,526.25,562.98,57.24,58.67
1536,2016PERE15,Vadym Perestiuk,526.29,566.95,57.24,58.01
1537,2010SYAH03,Muhammad Syahmi,526.34,571.34,57.23,57.27
1538,2017WANG53,Raymond Wang,526.35,583.34,57.22,55.27
1539,2012VERS03,Bas Verseveldt,526.38,573.12,57.22,56.97
1540,2014KORO02,Vladimir Korovin,526.46,600.37,57.2,52.48
1541,2015ROJA05,Álvaro Rojas,526.52,564.68,57.19,58.39
1542,2013LANG02,Lukas Lange,526.77,559.23,57.15,59.3
1543,2018MAZH01,Evgeniy Mazhara,526.87,581.36,57.13,55.6
1544,2010KIKO01,Jacky Koo,526.94,575.18,57.12,56.63
1545,2013ZHOU21,Long Zhou,526.96,551.4,57.11,60.63
1546,2008YOUN02,Michael Young,526.96,569.67,57.11,57.55
1547,2010WEYE01,Philipp Weyer,527.07,603.54,57.09,51.97
1548,2016ULKU01,Haluk Ulkusal,527.21,573.66,57.07,56.88
1549,2016VARG04,Kevin Estefano,527.21,586.86,57.07,54.69
1550,2017POVO01,Roman Povolotskii,527.22,586.3,57.07,54.78
1551,2017VASK01,Dylan Vaskevicius,527.26,563.41,57.06,58.6
1552,2014NURH01,Anang Hariyanto,527.32,565.27,57.05,58.29
1553,2016CAST23,Javier Tovar,527.35,557.57,57.04,59.58
1554,2016LIPS01,Adriano Matoba,527.35,562.98,57.04,58.67
1555,2018VICH01,Ivaylo Ivaylov,527.38,567.27,57.04,57.95
1556,2013ZIRN01,Jānis Zirnis,527.39,578.18,57.03,56.13
1557,2017GUZM08,Santiago Medina,527.4,582.18,57.03,55.47
1558,2010NOPN01,Sutep Nopnatee,527.73,577.19,56.97,56.29
1559,2012CAPA01,Mihai Căpăţinescu,527.94,573.8,56.93,56.86
1560,2017FENG10,Hill Pong,527.95,568.69,56.93,57.71
1561,2015WUTE01,Te Wu,528.05,577.97,56.91,56.16
1562,2016DANI08,Justus Danielsen,528.07,578.72,56.91,56.04
1563,2016HAMB01,Rick Hamburger,528.34,566.22,56.86,58.13
1564,2015LUND03,Einar Kvam,528.35,565.65,56.86,58.22
1565,2007GOHO01,Choi Go-Ho,528.7,584.21,56.79,55.13
1566,2018CHES17,Iurii Chesnokov,528.76,573.49,56.78,56.91
1567,2017GAYN01,John Gaynor,528.89,591.01,56.76,54.01
1568,2018DENG03,Dingneng Deng,528.95,562.94,56.75,58.68
1569,2015ISRA01,Mahir Israfilov,529.01,571.7,56.74,57.21
1570,2009HINP01,Pang Pak,529.02,593.49,56.74,53.6
1571,2015CHEN58,Shuailong Chen,529.13,582.38,56.72,55.43
1572,2011AZZO01,Bryson Azzopardi,529.4,569.28,56.67,57.62
1573,2014STAR05,Charlie Stark,529.42,572.42,56.66,57.09
1574,2017WILS09,Kevin Wilson,529.45,569.84,56.66,57.52
1575,2014YOSE01,Daniel Yosef,529.54,555.07,56.64,60.01
1576,2014JIME05,Diego Alejandro,529.6,574.78,56.63,56.7
1577,2013VILL01,Victor Rafael,529.85,572.56,56.59,57.07
1578,2012NILS04,Jesper Nilsson,529.92,571.67,56.57,57.22
1579,2017NIEL03,Michael Nielsen,530.0,562.14,56.56,58.81
1580,2013BARC03,Wojciech Barciaga,530.08,653.22,56.54,44.27
1581,2017RZEG01,Artur Rzegost,530.28,569.93,56.51,57.51
1582,2014SING12,Rahul Singh,530.31,574.68,56.5,56.71
1583,2008ZAFR01,Michael Angelo,530.35,600.26,56.49,52.5
1584,2014CHIC01,Christopher Chi,530.55,572.12,56.46,57.14
1585,2017LIAN32,Andrés Irías,530.64,603.3,56.44,52.01
1586,2014KOHA01,Thomas Kohann,530.68,583.52,56.43,55.24
1587,2017BLOI01,Alexander de,530.76,566.0,56.42,58.17
1588,2016MORT02,David Mortenson,531.15,583.57,56.35,55.24
1589,2017TRAN08,Adam Tran,531.27,577.03,56.33,56.32
1590,2018CHEL11,Le Chen,531.42,585.75,56.3,54.87
1591,2010VESC01,Gianluca Veschi,531.43,603.4,56.3,51.99
1592,2017STRA03,Kyle Van,531.49,586.75,56.29,54.71
1593,2015KART01,Mukund Karthik,531.57,574.48,56.27,56.75
1594,2014WUBA01,Baocheng Wu,531.67,581.33,56.25,55.61
1595,2015HADA01,Garrett Hadaway,531.76,576.99,56.24,56.33
1596,2007ALIW01,Waris Ali,531.77,569.01,56.24,57.66
1597,2011FLAY02,Matthew Flay,531.91,600.29,56.21,52.49
1598,2014DENG03,Yuguang Deng,532.06,568.88,56.18,57.68
1599,2018KLEC02,Filip Kleczewski,532.13,582.73,56.17,55.37
1600,2015BROW03,Elijah Brown,532.2,568.73,56.16,57.71
1601,2017KABA03,Evgeniy Kabanov,532.37,572.25,56.13,57.12
1602,2018PAST03,Joseph Pasterski,532.43,601.4,56.12,52.31
1603,2010MOLL04,Tim Möller,532.45,570.4,56.11,57.43
1604,2016HADI03,Setya Hadi,532.48,576.86,56.11,56.35
1605,2017MEJI03,Luis David,532.49,573.95,56.1,56.83
1606,2017WRIG03,Evan Wright,532.64,589.51,56.08,54.26
1607,2017TRUC02,Jonathan Truchot,532.71,562.73,56.06,58.72
1608,2015ACHA01,Leon Achata,532.79,571.83,56.05,57.19
1609,2018CONT09,Iñaki Calderón,532.81,566.47,56.05,58.09
1610,2016KAUT01,Muchammad Daniyal,532.9,575.26,56.03,56.62
1611,2015KASP02,Markus Kasparofsky,533.0,594.41,56.01,53.45
1612,2012CANT02,Simone Cantarelli,533.08,572.8,56.0,57.03
1613,2018BARR03,Diego Barrera,533.15,548.89,55.98,61.05
1614,2013ZHOU15,Jiong Zhou,533.24,571.19,55.97,57.3
1615,2019WUJI08,Jinxuan Wu,533.26,595.67,55.96,53.25
1616,2017WILL05,Tyler Williams,533.3,581.14,55.96,55.64
1617,2017CHEZ05,Ziyue Chen,533.44,569.6,55.93,57.56
1618,2017REDO02,Raúl Martínez,533.51,579.66,55.92,55.88
1619,2014HAWK01,Eli Hawkins,533.72,579.57,55.88,55.9
1620,2014ALON05,Francisco Alonso,533.86,561.39,55.86,58.94
1621,2018TAIN01,Nguyễn Đức,533.92,564.89,55.84,58.35
1622,2016IBAR06,Ryouichi Ibaraki,533.95,573.55,55.84,56.9
1623,2009TANG05,Zhen Tang,534.03,578.96,55.82,56.0
1624,2015HEJU02,Justin He,534.15,576.4,55.8,56.43
1625,2011JIAN15,Xiaojie Jiang,534.21,570.3,55.79,57.44
1626,2013RAVI06,Pavan Ravindra,534.28,578.34,55.78,56.1
1627,2015MILE01,Ivan Miletić,534.34,588.66,55.77,54.4
1628,2010PHAN03,Phan Tu,534.39,562.82,55.76,58.7
1629,2016CIUB01,David Petru,534.4,596.66,55.76,53.08
1630,2017SANK04,Vishwa Sankar,534.43,607.83,55.75,51.28
1631,2017JIYU01,Yubo Ji,534.58,574.11,55.72,56.81
1632,2012HAGH01,Leo Högh,534.63,577.32,55.72,56.27
1633,2011SUIH01,Haibo Sui,534.88,574.28,55.67,56.78
1634,2018GAOY04,Yuanxing Gao,535.22,580.28,55.61,55.78
1635,2014NORR01,Riley Norrid,535.28,569.71,55.6,57.54
1636,2017MART52,Juan Pablo,535.54,578.67,55.55,56.05
1637,2015TERR01,Fabricio Andrés,535.6,606.2,55.54,51.54
1638,2011PARR03,Eduardo González,535.67,577.18,55.53,56.3
1639,2018WALA01,Max Walaszek,535.7,605.47,55.52,51.66
1640,2017CHOD02,Adam Chodyniecki,535.73,580.59,55.52,55.73
1641,2015ZEBA01,Diego Zeballos,535.77,585.62,55.51,54.9
1642,2012BARI01,Cyril Barigand,535.78,579.18,55.51,55.96
1643,2012BABU01,Nithin Babu,535.93,584.61,55.48,55.06
1644,2009XUGU01,Guozheng Xu,535.98,581.72,55.47,55.54
1645,2018WANG64,Yizhi Wang,536.02,560.16,55.46,59.15
1646,2008HANG01,Chan Chun,536.03,581.2,55.46,55.63
1647,2018GUTI09,Miles C.,536.12,596.23,55.45,53.15
1648,2011QIUS01,Shi-Xun Qiu,536.2,577.17,55.43,56.3
1649,2014LUIC01,Lui Chi,536.37,600.83,55.4,52.41
1650,2011NATA02,Andrea Natale,536.43,591.42,55.39,53.94
1651,2018CHEO01,Shin June,536.6,561.44,55.36,58.93
1652,2015ABAD01,Justin Abad,536.77,580.84,55.33,55.69
1653,2017POPK01,Nikita Popkov,536.86,567.88,55.31,57.85
1654,2016BARQ01,Damien Barquilla,537.05,590.87,55.28,54.03
1655,2019QUIN05,Juan David,537.13,570.09,55.26,57.48
1656,2016HORS01,Ethan Horspool,537.24,573.72,55.24,56.87
1657,2017HUGH04,Lennon Hughes,537.46,565.91,55.2,58.18
1658,2015VASI02,Nikolay Vasilyev,537.75,582.84,55.15,55.36
1659,2014ZUPA01,Staš Zupanc,537.76,580.06,55.15,55.82
1660,2016STOK01,Nick Stoker,537.78,576.16,55.14,56.47
1661,2016LIUY22,Yong Liu,537.8,574.95,55.14,56.67
1662,2019MCCO08,Andrew McCormick,537.87,597.1,55.13,53.01
1663,2018ROJA09,Anderson Rojas,537.9,579.88,55.12,55.85
1664,2016LANG12,Fred Lang,537.91,579.11,55.12,55.97
1665,2017GONZ07,Benjamín González,538.01,568.59,55.1,57.73
1666,2008CHAN09,Hsuan Chang,538.23,576.56,55.06,56.4
1667,2017WEIZ05,Zicheng Wei,538.42,603.12,55.03,52.04
1668,2017LOUY01,Yunhao Lou,538.63,568.83,54.99,57.69
1669,2010HUNT02,Aneurin Hunt,538.64,589.63,54.99,54.24
1670,2014FONS02,Angel de,538.79,568.62,54.96,57.73
1671,2016VASE01,Kristoffer Vasehus,538.81,574.21,54.96,56.79
1672,2011VARG01,Juan Camilo,538.82,593.63,54.96,53.58
1673,2011WITT02,Michael Wittwer,538.88,609.76,54.95,50.97
1674,2012TANG07,Caiqing Tang,539.02,576.05,54.92,56.48
1675,2015TALB01,Seth Talbot,539.06,586.52,54.91,54.75
1676,2015MUZO01,Zongwen Mu,539.13,575.61,54.9,56.56
1677,2018LOPE09,Jesús Jorge,539.22,577.84,54.88,56.19
1678,2017AHLG01,Nicos Ahlgrimm,539.35,576.52,54.86,56.41
1679,2017MILL21,Benjamin D.,539.54,583.85,54.83,55.19
1680,2018KHAL02,Emil Khalimov,539.56,588.59,54.82,54.41
1681,2012RAME01,Ashwin Ramesh,539.59,617.45,54.82,49.74
1682,2017GUOX04,Xiaoyin Guo,539.85,575.87,54.77,56.51
1683,2018MORR04,Maxen Morrison,540.04,585.8,54.74,54.87
1684,2013WANG76,Deyang Wang,540.07,597.82,54.73,52.9
1685,2016MONE01,Ava Monello,540.07,588.2,54.73,54.47
1686,2017YANG62,Marco Yang,540.13,577.05,54.72,56.32
1687,2015KHAL02,Nathaniel Khalinsky,540.19,585.24,54.71,54.96
1688,2018VLIE02,Sam van,540.47,586.48,54.66,54.75
1689,2018BOAN01,Jacob Ryan,540.49,597.74,54.66,52.91
1690,2016XIAZ03,Zhantong Xia,540.6,582.31,54.64,55.44
1691,2014SEAR01,Derek Sears,540.64,583.76,54.63,55.2
1692,2017ELEF02,Michael Eleftheriades,540.7,589.58,54.62,54.24
1693,2017WANG03,Shilan Wang,540.79,583.99,54.6,55.17
1694,2018MAZE01,Zeyu Ma,540.82,575.96,54.6,56.5
1695,2019ROIS01,Peter Rois,541.15,598.31,54.54,52.82
1696,2017CRUZ18,Raymundo Alejandro,541.21,583.03,54.53,55.32
1697,2018KIKU02,Shoutaro Kikuchi,541.24,603.16,54.52,52.03
1698,2017SHIY01,Yunhui Shi,541.25,579.03,54.52,55.99
1699,2017DUEN04,Terrence B.,541.44,583.74,54.48,55.21
1700,2014FANG01,Samuel Fang,541.49,587.53,54.48,54.58
1701,2016ARZA01,David Arzamastsev,541.66,575.69,54.44,56.54
1702,2010LIUJ04,Junyue Liu,541.71,583.77,54.44,55.2
1703,2017MACH03,Chenhao Ma,541.8,586.77,54.42,54.71
1704,2015SUCK01,Jang Seok,541.85,579.48,54.41,55.91
1705,2013HAHN02,Max Hahnbück,541.92,582.67,54.4,55.38
1706,2014BARR02,Gabriel Barrios,542.01,605.35,54.38,51.68
1707,2014MELL03,Gabriel Sargeiro,542.28,599.9,54.33,52.56
1708,2012SUNL03,Liudi Sun,542.3,591.33,54.33,53.96
1709,2019CAIN01,Jacob Caine,542.34,579.99,54.32,55.83
1710,2014DETU01,Eddy Deturche,542.37,599.18,54.32,52.67
1711,2016JERO01,Charles Jerome,542.39,583.09,54.31,55.31
1712,2012UZAK01,Zhanaidar Uzakov,542.51,583.76,54.29,55.2
1713,2011SZAT01,Wojciech Szatanowski,542.53,607.18,54.29,51.38
1714,2018BADI02,Carlos Emiliano,542.66,569.35,54.26,57.6
1715,2015BART05,Aiden Bartlett,542.73,590.81,54.25,54.04
1716,2010MAUL03,Muhammad Arsyad,542.78,583.04,54.24,55.32
1717,2008CLEM01,Kit Clement,542.85,586.5,54.23,54.75
1718,2017WUYO01,You Wu,543.11,577.39,54.18,56.26
1719,2013KUMA15,Shubham Kumar,543.18,585.36,54.17,54.94
1720,2015YONG02,Gang Yong-Jin,543.2,586.85,54.17,54.69
1721,2017LOON01,Goh Teng,543.22,575.25,54.16,56.62
1722,2017GAMO01,Nikita Gamolin,543.31,562.48,54.15,58.76
1723,2019WANZ21,Zhe Wang,543.49,596.5,54.12,53.11
1724,2016PAPP02,Giuseppe Pappalardo,543.52,594.66,54.11,53.41
1725,2016IRIZ02,Ant Irizarry,543.66,587.79,54.08,54.54
1726,2016JOHN30,Keenan Johnson,543.76,599.26,54.07,52.66
1727,2014PRES03,Mathieu Preston,543.85,583.16,54.05,55.3
1728,2017KALY01,Denis Kalyakin,543.86,588.7,54.05,54.39
1729,2018HARR12,Brandon Harris,543.95,581.0,54.03,55.66
1730,2015XIEY03,Yonghua Xie,544.19,586.04,53.99,54.83
1731,2015FERN07,Gabriel Ignacio,544.25,577.02,53.98,56.32
1732,2018DUKE01,Preston Duke,544.28,585.34,53.97,54.94
1733,2019ZUEV03,Danil Zuev,544.33,595.19,53.96,53.32
1734,2015GOWT01,Saravanan Gowthaman,544.68,622.83,53.9,48.9
1735,2017MISI01,Maksymilian Misiak,545.0,566.59,53.84,58.07
1736,2019HAND01,Sören Jaan,545.05,585.08,53.84,54.99
1737,2011STEI01,Dorian Stein,545.1,578.86,53.83,56.02
1738,2018PRET02,Sebastian Pretzsch,545.39,579.53,53.77,55.91
1739,2014BREN02,Samuel Brenner,545.53,578.34,53.75,56.1
1740,2015MACD03,James Macdiarmid,545.62,593.18,53.73,53.65
1741,2015GROB02,Ruben Grobler,545.75,598.44,53.71,52.79
1742,2008JISE02,Chae Ji-Seok,545.76,599.67,53.71,52.59
1743,2011VERV01,Bruno Vervoort,545.76,584.9,53.71,55.02
1744,2017LINZ09,Zhifeng Lin,545.78,571.69,53.7,57.21
1745,2008HANG02,Kwok Chi,545.84,599.77,53.69,52.58
1746,2018SHAN08,Ziyu Shang,545.84,578.74,53.69,56.04
1747,2019LIUX02,Xinhe Liu,545.85,604.36,53.69,51.84
1748,2017XUYO01,Yonghao Xu,545.92,575.58,53.68,56.56
1749,2019IGNA02,Alexandru Ignat,546.1,612.44,53.65,50.54
1750,2016GART01,Jannik Gartmann,546.11,591.87,53.65,53.87
1751,2014SCRU01,Pilan Scruggs,546.19,590.22,53.63,54.14
1752,2011DAIH01,Hengsheng Dai,546.25,585.52,53.62,54.91
1753,2009FANH01,Haowei Fan,546.37,600.2,53.6,52.51
1754,2011LINJ04,Ting-Xian Lin,546.41,598.54,53.59,52.78
1755,2015LONG01,Siah Yee,546.43,573.03,53.59,56.99
1756,2018WILL27,Joseph Williams,546.47,588.5,53.58,54.42
1757,2015KEMP02,Connor Kempf,546.72,597.46,53.54,52.95
1758,2013HUBO01,Bojun Hu,546.92,582.97,53.5,55.33
1759,2012SOHO01,Rituraj Sohoni,547.0,580.11,53.49,55.81
1760,2019JACO04,Arden Daniel,547.01,610.12,53.48,50.91
1761,2008SIMO01,Riccardo Simone,547.11,602.83,53.47,52.08
1762,2014HUTF01,Frederik Hutfleß,547.2,616.85,53.45,49.84
1763,2015WATT02,Graeme Watt,547.23,651.03,53.45,44.59
1764,2013FRAI01,Diego Fraile,547.28,577.45,53.44,56.25
1765,2017WANG49,Penghao Wang,547.35,596.95,53.42,53.04
1766,2011HAMS01,Jonathan Hamstad,547.35,622.47,53.42,48.95
1767,2012LAUR02,Anthony Lauro,547.37,588.0,53.42,54.5
1768,2016JARM01,Myles Jarman,547.39,582.59,53.42,55.4
1769,2008PIAU01,Antoine Piau,547.4,599.94,53.41,52.55
1770,2013FORT01,Christian de,547.48,580.87,53.4,55.68
1771,2012MARI04,José David,547.84,594.02,53.34,53.52
1772,2018CAMP17,Ben Thomas,547.89,588.4,53.33,54.44
1773,2012HART03,Jesse Hartnett,547.97,585.15,53.31,54.97
1774,2014HUZE01,Zeyu Hu,548.0,595.51,53.31,53.27
1775,2016KASI01,Lorenzo Franco,548.01,601.87,53.31,52.24
1776,2018BEMB01,Bair Bembeev,548.03,587.76,53.3,54.54
1777,2017JIET02,Tan Yong,548.07,623.04,53.3,48.86
1778,2018MITC03,Jayden Mitchell,548.21,601.07,53.27,52.37
1779,2012ROZA01,Krzysztof Rożałowski,548.33,570.55,53.25,57.4
1780,2017DIAN01,Armando Dian,548.34,581.57,53.25,55.57
1781,2016ALVA06,Samuel Ignacio,548.51,580.06,53.22,55.82
1782,2014ISSE01,Antoine Isselin,548.57,604.79,53.21,51.77
1783,2016LIZE03,Zesheng Li,548.65,593.45,53.19,53.61
1784,2009BEVA01,Stefano Bevacqua,548.92,601.69,53.14,52.27
1785,2014BULU01,Sergio Bulux,549.16,583.8,53.1,55.2
1786,2016XUZH06,Zhengkai Xu,549.2,592.84,53.09,53.71
1787,2014COLL02,Jeremy Collins,549.2,598.59,53.09,52.77
1788,2011GRAS01,Pablo Grasböck,549.22,579.17,53.09,55.97
1789,2018BAIX03,Xingyu Bai,549.33,595.65,53.07,53.25
1790,2016KRAF01,Noah Kraft,549.34,598.34,53.07,52.81
1791,2014ROWE03,Seth Rowell,549.38,607.05,53.06,51.4
1792,2016OSTL02,Stian Nystad,549.39,581.21,53.06,55.63
1793,2016REDD10,Raghav Reddy,549.45,592.69,53.05,53.73
1794,2017BIRK02,Nicolas Birkenstock,549.5,576.16,53.04,56.47
1795,2015NAKA02,Nathan Nakaguchi,549.53,609.19,53.03,51.06
1796,2018CUEV01,Geovanny Cueva,549.61,599.81,53.02,52.57
1797,2016BELT06,Diego Sebastian,549.83,592.88,52.98,53.7
1798,2019LIVE02,Oleg Liven,549.86,588.28,52.98,54.46
1799,2014SHES03,Vitaliy Sheshko,549.93,576.8,52.96,56.36
1800,2008LIUE01,Edward Liu,549.99,609.71,52.95,50.98
1801,2019RISK01,Benjamin Riske,550.1,584.84,52.93,55.03
1802,2012KRIS04,Velidi Venkata,550.1,593.39,52.93,53.62
1803,2016ANUN01,Aedelle Vice,550.24,607.44,52.91,51.34
1804,2008TOMI01,Takahiro Tomisawa,550.3,605.79,52.9,51.6
1805,2016STAN04,Lee Stanton-Barnett,550.42,605.63,52.88,51.63
1806,2012WROD01,Nico Wrodarczyk,550.42,590.97,52.88,54.02
1807,2013LOTF01,Soheil Lotfi,550.5,609.52,52.86,51.01
1808,2016JAVA01,Amir Reza,550.51,579.13,52.86,55.97
1809,2013CHOU08,Bo Chou,550.52,583.84,52.86,55.19
1810,2016ANSA02,Pessi Ansaranta,550.66,597.9,52.83,52.88
1811,2014RODR31,Leudy Rodríguez,550.71,610.95,52.82,50.78
1812,2015MCKE02, Nicholas,550.86,601.69,52.8,52.27
1813,2015POWE03,Parker Powell,551.16,589.1,52.74,54.32
1814,2015OSPI01,Luis Angel,551.21,600.1,52.74,52.52
1815,2014KIMJ02,Jungwoo Kim,551.29,588.82,52.72,54.37
1816,2009KORB02,Lasse Korbanka,551.39,619.82,52.7,49.37
1817,2010POSN02,Jacob Posner,551.45,594.3,52.69,53.47
1818,2015VANE01,Ivan Vanek,551.56,601.18,52.67,52.35
1819,2014LLOY02,Rhys Lloyd,551.76,590.46,52.64,54.1
1820,2016DUAN01, Yicheng,551.8,588.81,52.63,54.37
1821,2016WIEB01,Adriel Wiebe,551.89,622.29,52.61,48.98
1822,2018DIEM01,Haiden Diemer-McKinney,551.91,612.38,52.61,50.55
1823,2005KOZK01,Piotr Kózka,551.95,842.52,52.6,22.71
