Name,Country,Competition,Minimum Time Needed,Current WR,Solve1,Solve2
Zbigniew Zborowski,Poland,PolishOpen2007,58.01,40.67,33.0,31.0
Arnaud van Galen,Netherlands,PolishOpen2007,52.01,40.67,37.0,33.0
Jarosław Krzyżanowski,Poland,PolishOpen2007,34.01,40.67,36.0,52.0
Piotr Kózka,Poland,PolishOpen2007,48.01,40.67,37.0,37.0
Błażej Morgała,Poland,PolishOpen2007,35.01,40.67,37.0,50.0
Michał Robaczyk,Poland,PolishOpen2007,35.01,40.67,37.0,50.0
Mario Laurent,France,LyonSpringOpen2009,58.01,40.67,34.0,30.0
Clément Gallet,France,LyonSpringOpen2009,49.01,40.67,34.0,39.0
Nico Kupfer,Spain,LyonSpringOpen2009,28.01,40.67,60.0,34.0
Julien Rochette,France,LyonSpringOpen2009,48.01,40.67,37.0,37.0
Michael Young,USA,USNationals2009,58.01,40.67,27.0,37.0
Timothy Sun,USA,USNationals2009,51.01,40.67,30.0,41.0
Erik Johnson,USA,USNationals2009,53.01,40.67,32.0,37.0
Justin Adsuara,USA,USNationals2009,43.01,40.67,46.0,33.0
Mike Hughey,USA,USNationals2009,43.01,40.67,33.0,46.0
Shelley Chang,USA,USNationals2009,40.01,40.67,37.0,45.0
Bob Burton,USA,USNationals2009,39.01,40.67,38.0,45.0
Dan Dzoan,USA,USNationals2009,40.01,40.67,39.0,43.0
Raku Watari (渡楽倶),USA,USNationals2009,37.01,40.67,43.0,42.0
Lars Vandenbergh,Belgium,USNationals2009,34.01,40.67,45.0,43.0
Adam Zamora,USA,USNationals2009,31.01,40.67,47.0,44.0
Vincent Sheu,USA,USNationals2009,32.01,40.67,44.0,46.0
Andrew Nelson,USA,USNationals2009,31.01,40.67,45.0,46.0
Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),Thailand,ClermontOpen2009,60.01,40.67,28.0,34.0
Clément Gallet,France,ClermontOpen2009,32.01,40.67,41.0,49.0
Patrick Tran,USA,RenoWinter2010,30.01,40.67,43.0,49.0
Sébastien Auroux,Germany,MontpellierOpen2010,53.01,40.67,30.0,39.0
Clément Gallet,France,MontpellierOpen2010,51.01,40.67,31.0,40.0
Ting Sheng Bao Yang,Spain,MontpellierOpen2010,40.01,40.67,35.0,47.0
Marco Levrero,Italy,MontpellierOpen2010,40.01,40.67,37.0,45.0
Alejandro Riveiro Rodríguez,Spain,MontpellierOpen2010,31.01,40.67,43.0,48.0
Baiqiang Dong (董百强),China,PKUFMC2010,53.01,40.67,37.0,32.0
Shuang Chen (陈霜),China,PKUFMC2010,33.01,35.67,33.0,41.0
Yunqi Ouyang (欧阳韵奇),China,PKUFMC2010,32.01,35.67,40.0,35.0
Yan Xuan (宣炎),China,PKUFMC2010,21.01,35.67,48.0,38.0
Erik Akkersdijk,Netherlands,AlaniaOpen2010,37.01,35.67,40.0,30.0
Berit Brüster,Germany,AlaniaOpen2010,20.01,35.67,45.0,42.0
Clément Gallet,France,USNationals2010,46.01,35.67,24.0,37.0
Jack Moseley,Canada,USNationals2010,44.01,35.67,28.0,35.0
Chester Lian,Malaysia,USNationals2010,40.01,35.67,37.0,30.0
Chris Hardwick,USA,USNationals2010,46.01,35.67,31.0,30.0
Justin Adsuara,USA,USNationals2010,42.01,35.67,34.0,31.0
Michael Gottlieb,USA,USNationals2010,43.01,35.67,33.0,31.0
Mike Hughey,USA,USNationals2010,38.01,35.67,38.0,31.0
Erik Johnson,USA,USNationals2010,39.01,35.67,33.0,35.0
Sagar Laud,USA,USNationals2010,30.01,35.67,33.0,44.0
Timothy Sun,USA,USNationals2010,38.01,35.67,34.0,35.0
Dan Cohen,USA,USNationals2010,34.01,35.67,36.0,37.0
Forte Shinko,Canada,USNationals2010,26.01,35.67,45.0,36.0
Bruce Norskog,USA,USNationals2010,33.01,35.67,37.0,37.0
Andy Tsao,USA,USNationals2010,29.01,35.67,39.0,39.0
Lorenzo Vigani Poli,Italy,USNationals2010,21.01,35.67,47.0,39.0
David Gomes,USA,USNationals2010,19.01,35.67,45.0,43.0
Stanley Wong,USA,USNationals2010,16.01,35.67,46.0,45.0
Teemu Tiinanen,Finland,FinnishOpen2010,51.01,35.67,29.0,27.0
Joey Gouly,United Kingdom,FinnishOpen2010,26.01,35.67,37.0,44.0
Piotr Kózka,Poland,PolishNationals2010,37.01,35.67,35.0,35.0
Mateusz Kurek,Poland,PolishNationals2010,34.01,35.67,35.0,38.0
Michał Pleskowicz,Poland,PolishNationals2010,34.01,35.67,35.0,38.0
Michał Matczak,Poland,PolishNationals2010,24.01,35.67,37.0,46.0
Marcin Sroczyński,Poland,PolishNationals2010,16.01,35.67,41.0,50.0
Marek Kurcyus,Poland,PolishNationals2010,15.01,35.67,46.0,46.0
Simon Westlund,Sweden,HelsinkiOpen2011,47.01,35.67,31.0,29.0
Xiaozhe Yan (晏骁哲),China,ShanghaiSpring2011,32.01,35.67,33.0,42.0
Jiajun Li (李嘉俊),China,ShanghaiSpring2011,27.01,35.67,45.0,35.0
Claudio Müller,Switzerland,DanishOpen2011,40.01,35.67,27.0,40.0
Sébastien Auroux,Germany,DanishOpen2011,51.01,35.67,28.0,28.0
Erik Akkersdijk,Netherlands,DanishOpen2011,40.01,35.67,32.0,35.0
Daniel Sheppard,United Kingdom,DanishOpen2011,41.01,35.67,33.0,33.0
Lars Vennike Nielsson,Denmark,DanishOpen2011,36.01,35.67,37.0,34.0
Simon Westlund,Sweden,DanishOpen2011,39.01,35.67,34.0,34.0
Jonathan Midjord Shapira,Denmark,DanishOpen2011,33.01,35.67,38.0,36.0
Gunnar Krig,Sweden,DanishOpen2011,31.01,35.67,38.0,38.0
Christian Ferm,Sweden,DanishOpen2011,20.01,35.67,44.0,43.0
Yunqi Ouyang (欧阳韵奇),China,BeijingFootsteps2011,33.0,35.0,36.0,36.0
Milán Baticz,Hungary,RomanianOpen2011,45.0,35.0,32.0,28.0
Bence Barát,Hungary,RomanianOpen2011,34.0,35.0,35.0,36.0
Dániel Varga,Hungary,RomanianOpen2011,19.0,35.0,49.0,37.0
Lorenzo Vigani Poli,Italy,MontpellierOpen2011,38.0,35.0,36.0,31.0
Ting Sheng Bao Yang,Spain,MontpellierOpen2011,35.0,35.0,38.0,32.0
Auguste Olivry,France,MontpellierOpen2011,31.0,35.0,39.0,35.0
Clément Gallet,France,MontpellierOpen2011,24.0,35.0,42.0,39.0
Erik Akkersdijk,Netherlands,AlaniaOpen2011,38.0,35.0,37.0,30.0
Niklas Spies,Germany,AlaniaOpen2011,26.0,35.0,44.0,35.0
Haowei Fan (樊浩玮),China,ZhengzhouOpen2011,26.0,35.0,40.0,39.0
Yiliang Lu (路义亮),China,ZhengzhouOpen2011,16.0,35.0,50.0,39.0
Clément Gallet,France,DolmenOpen2011,46.0,35.0,27.0,32.0
François Courtès,France,DolmenOpen2011,30.01,31.67,34.0,31.0
Clément Gallet,France,BlindOpen2011,31.01,31.67,31.0,33.0
Tim Reynolds,USA,USNationals2011,31.01,31.67,35.0,29.0
Lucas Garron,Germany,USNationals2011,20.01,31.67,43.0,32.0
Mike Hughey,USA,USNationals2011,18.01,31.67,44.0,33.0
Stefan Pochmann,Germany,USNationals2011,16.01,31.67,46.0,33.0
Clément Gallet,France,USNationals2011,25.01,31.67,34.0,36.0
Emile Compion,South Africa,USNationals2011,15.01,31.67,46.0,34.0
Anthony Brooks,Belize,USNationals2011,25.01,31.67,35.0,35.0
Chester Lian,Malaysia,USNationals2011,21.01,31.67,39.0,35.0
Cyrus Colah,USA,USNationals2011,22.01,31.67,37.0,36.0
Dan Dzoan,USA,USNationals2011,16.01,31.67,43.0,36.0
Tomoaki Okayama (岡山友昭),Japan,CubeCampKanazawa2011,36.01,31.67,28.0,31.0
Takumi Yoshida (吉田匠),Japan,CubeCampKanazawa2011,15.01,31.67,37.0,43.0
Erik Akkersdijk,Netherlands,DanishSpecial2011,26.01,31.67,35.0,34.0
Henrik Buus Aagaard,Denmark,DanishSpecial2011,19.01,31.67,41.0,35.0
Oscar Roth Andersen,Denmark,DanishSpecial2011,20.01,31.67,37.0,38.0
Ting Sheng Bao Yang,Spain,BasauriOpen2011,20.01,31.67,40.0,35.0
Loïc Petit,France,LyonOpen2011,35.01,31.67,28.0,32.0
Guillain Potron,France,LyonOpen2011,28.01,31.67,28.0,39.0
Auguste Olivry,France,LyonOpen2011,29.01,31.67,37.0,29.0
Jakub Cabaj,Poland,LyonOpen2011,19.01,31.67,44.0,32.0
Bence Barát,Hungary,LyonOpen2011,26.01,31.67,36.0,33.0
Antoine Simon-Chautemps,France,LyonOpen2011,22.01,31.67,37.0,36.0
Radu Făciu,Romania,LyonOpen2011,18.01,31.67,38.0,39.0
Shuang Chen (陈霜),China,ChinaFMBeijing2011,31.01,31.67,34.0,30.0
Yunqi Ouyang (欧阳韵奇),China,ChinaFMBeijing2011,22.01,31.67,37.0,36.0
Yucheng Lu (陆宇澄),China,ChinaFMBeijing2011,18.01,31.67,44.0,33.0
Lee Poon Kit (李本杰),China,ChinaFMGuangzhou2011,29.01,31.67,34.0,32.0
Mulun Yin (阴目仑),China,ChinaFMXian2011,19.01,31.67,35.0,41.0
Yinghao Wang (王鹰豪),China,ChinaFMShanghai2011,23.01,31.67,37.0,35.0
Yiwei Wang (王祎玮),China,ChinaFMShanghai2011,15.01,31.67,44.0,36.0
Quentin Lefebvre,France,SpolsOpen2011,23.01,31.67,36.0,36.0
Alexander Olleta del Molino,Spain,SpanishChampionship2011,29.01,31.67,34.0,32.0
Alejandro Riveiro Rodríguez,Spain,SpanishChampionship2011,20.01,31.67,38.0,37.0
Clément Gallet,France,PuydeDomeOpen2011,27.01,31.67,39.0,29.0
Mario Laurent,France,PuydeDomeOpen2011,29.01,30.67,31.0,32.0
Thomas Watiotienne,France,PuydeDomeOpen2011,25.01,30.67,33.0,34.0
Alexander Olleta del Molino,Spain,BarcelonaWinterOpen2012,30.01,30.67,33.0,29.0
Javier Cabezuelo Sánchez,Spain,BarcelonaWinterOpen2012,22.01,30.67,36.0,34.0
Steven Xu,USA,BerkeleyWinter2012,32.01,30.67,33.0,27.0
Vincent Sheu,USA,BerkeleyWinter2012,21.01,30.67,40.0,31.0
Lucas Garron,Germany,BerkeleyWinter2012,24.01,30.67,33.0,35.0
Rowe Hessler,USA,MITSpring2012,24.01,30.67,31.0,37.0
Tim Reynolds,USA,MITSpring2012,26.01,30.67,33.0,33.0
Erik Akkersdijk,Netherlands,Altbier2012,42.01,30.67,24.0,26.0
Quentin Lefebvre,France,Altbier2012,21.01,30.67,36.0,35.0
Tomoaki Okayama (岡山友昭),Japan,TwenteOpen2012,26.01,30.67,29.0,37.0
Guus de Wit,Netherlands,TwenteOpen2012,16.01,30.67,46.0,30.0
Maarten Smit,Netherlands,TwenteOpen2012,26.01,30.67,32.0,34.0
Ralph Eikelenberg,Netherlands,TwenteOpen2012,24.01,30.67,38.0,30.0
Sébastien Auroux,Germany,TwenteOpen2012,28.01,30.67,34.0,30.0
Mats Valk,Netherlands,TwenteOpen2012,24.01,30.67,33.0,35.0
Tomoaki Okayama (岡山友昭),Japan,WasedaBrainChallenge2012,27.01,30.67,29.0,36.0
Henrik Buus Aagaard,Denmark,DanishOpen2012,22.01,30.67,32.0,38.0
Sébastien Auroux,Germany,BWOpen2012,38.01,30.67,28.0,26.0
Linus Frész,Germany,BWOpen2012,20.01,30.67,41.0,31.0
Baiqiang Dong (董百强),China,PKUFM2012,33.01,30.67,25.0,34.0
Sébastien Auroux,Germany,LaMontagneOpen2012,32.0,30.0,29.0,29.0
Tomoaki Okayama (岡山友昭),Japan,CzechOpen2012,41.0,30.0,20.0,29.0
Dániel Varga,Hungary,CzechOpen2012,19.0,30.0,30.0,41.0
Milán Baticz,Hungary,CzechOpen2012,30.0,30.0,30.0,30.0
Erik Akkersdijk,Netherlands,CzechOpen2012,23.0,30.0,36.0,31.0
Stefan Pochmann,Germany,USNationals2012,25.0,30.0,38.0,27.0
Chester Lian,Malaysia,USNationals2012,19.0,30.0,41.0,30.0
Rob Stuart,United Kingdom,USNationals2012,24.0,30.0,35.0,31.0
Timothy Sun,USA,USNationals2012,23.0,30.0,35.0,32.0
Anthony Hsu,USA,USNationals2012,20.0,30.0,36.0,34.0
Julian David,Canada,USNationals2012,20.0,30.0,36.0,34.0
Tomoaki Okayama (岡山友昭),Japan,CubeCampKanazawa2012,34.0,30.0,27.0,29.0
Tomoaki Okayama (岡山友昭),Japan,MovesN00bs2012,30.0,30.0,28.0,32.0
Erik Akkersdijk,Netherlands,MovesN00bs2012,34.01,29.67,24.0,31.0
Tomoaki Okayama (岡山友昭),Japan,MovesN00bs2012,28.01,29.67,34.0,27.0
Sébastien Auroux,Germany,MovesN00bs2012,27.01,29.67,31.0,31.0
Guus Razoux Schultz,Netherlands,MovesN00bs2012,27.01,29.67,31.0,31.0
Mario Laurent,France,DolmenOpen2012,26.01,29.67,33.0,30.0
Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),Thailand,DolmenOpen2012,25.01,29.67,32.0,32.0
Clément Gallet,France,DolmenOpen2012,23.01,29.67,33.0,33.0
Alexander Olleta del Molino,Spain,BasauriOpen2012,24.01,29.67,34.0,31.0
Clément Gallet,France,PuydeDomeOpen2012,15.01,29.67,35.0,39.0
Sébastien Auroux,Germany,MagicCubeDays2012,30.01,29.67,31.0,28.0
Sébastien Auroux,Germany,ZonhovenOpen2013,24.99,26.33,27.0,27.0
Mats Valk,Netherlands,ZonhovenOpen2013,19.99,26.33,29.0,30.0
Sébastien Auroux,Germany,BWOpen2013,26.99,26.33,26.0,26.0
Jan Bentlage,Germany,BWOpen2013,18.99,26.33,27.0,33.0
Marcel Peters,Germany,GermanOpen2013,22.99,26.33,29.0,27.0
Mario Laurent,France,France2013,15.99,26.33,29.0,34.0
Hippolyte Moreau,France,France2013,15.99,26.33,29.0,34.0
Sébastien Auroux,Germany,ErfurtOpen2013,18.0,26.0,31.0,29.0
Sébastien Auroux,Germany,ValenciaSummerOpen2013,21.0,26.0,26.0,31.0
Sébastien Auroux,Germany,WC2013,23.0,26.0,29.0,26.0
Jan Bentlage,Germany,WC2013,19.0,26.0,28.0,31.0
Yuki Tanaka (田中悠樹),Japan,CubeCampKanazawa2013,20.0,26.0,25.0,33.0
Hideki Niina (新名秀樹),Japan,CubeCampKanazawa2013,24.0,26.0,28.0,26.0
Tomoaki Okayama (岡山友昭),Japan,CubeCampKanazawa2013,21.0,26.0,28.0,29.0
Bence Barát,Hungary,MadridOpen2013,17.01,25.67,35.0,25.0
Sébastien Auroux,Germany,HasseltOpen2013,24.01,25.67,29.0,24.0
Erik Akkersdijk,Netherlands,HasseltOpen2013,19.01,25.67,28.0,30.0
Jan Bentlage,Germany,HasseltOpen2013,17.01,25.67,31.0,29.0
Guus Razoux Schultz,Netherlands,TwenteOpen2013,21.01,25.67,29.0,27.0
Sébastien Auroux,Germany,TwenteOpen2013,23.01,25.67,27.0,27.0
Loïc Petit,France,PuydeDomeOpen2013,16.01,25.67,29.0,32.0
Hippolyte Moreau,France,LaMontagneOpen2013,15.01,25.67,28.0,34.0
Shuang Chen (陈霜),China,BeijingWinterOpen2013,19.01,25.67,28.0,30.0
Tomoaki Okayama (岡山友昭),Japan,HokurikuEveOpen2013,18.01,25.67,29.0,30.0
Takayuki Ookusa (大艸尊之),Japan,HokurikuEveOpen2013,16.01,25.67,30.0,31.0
Marcel Peters,Germany,DuisburgWinter2014,17.01,25.67,31.0,29.0
Sébastien Auroux,Germany,HamburgOpen2014,28.01,25.67,26.0,23.0
Bence Barát,Hungary,ZonhovenOpen2014,16.01,25.67,31.0,30.0
Sébastien Auroux,Germany,ZonhovenOpen2014,18.01,25.67,29.0,30.0
Sebastiano Tronto,Italy,BPCubeDay2014,24.01,25.67,27.0,26.0
Erik Jernqvist,Sweden,CherryBlossomViewing2014,15.01,25.67,28.0,34.0
Taku Yanai (矢内拓),Japan,CherryBlossomViewing2014,19.01,25.67,28.0,30.0
Olivér Perge,Hungary,IranCubeCompI2014,16.01,25.67,35.0,26.0
Seyyed Mohammad Hossein Fatemi (سید محمد حسین فاطمی),Iran,IranCubeCompI2014,16.01,25.67,27.0,34.0
Sébastien Auroux,Germany,VelbertEasterOpen2014,18.01,25.67,30.0,29.0
Marcel Peters,Germany,VelbertEasterOpen2014,22.01,25.67,25.0,30.0
Marcel Peters,Germany,VelbertEasterOpen2014,19.0,25.0,27.0,29.0
Daniel Sheppard,United Kingdom,OxfordOpen2014,17.0,25.0,29.0,29.0
Daniel Sheppard,United Kingdom,NottinghamSummer2014,20.0,25.0,26.0,29.0
Bence Barát,Hungary,CzechOpen2014,21.0,25.0,23.0,31.0
John Brechon,USA,USNationals2014,16.0,25.0,28.0,31.0
Tim Reynolds,USA,USNationals2014,19.0,25.0,26.0,30.0
Timothy Sun,USA,USNationals2014,19.0,25.0,28.0,28.0
Rob Stuart,United Kingdom,USNationals2014,18.0,25.0,29.0,28.0
Vincent Sheu,USA,USNationals2014,30.0,25.0,22.0,23.0
Erik Akkersdijk,Netherlands,Euro2014,17.0,25.0,29.0,29.0
Linus Frész,Germany,Euro2014,19.0,25.0,31.0,25.0
Sébastien Auroux,Germany,Euro2014,19.0,25.0,31.0,25.0
Tomoaki Okayama (岡山友昭),Japan,CubeCampinKanazawa2014,18.0,25.0,30.0,27.0
Daniel Sheppard,United Kingdom,AugustBank2014,21.0,25.0,26.0,28.0
Marcin Stachura,Poland,PLSMarina2014,18.0,25.0,32.0,25.0
Javier Cabezuelo Sánchez,Spain,SpanishChampionship2014,20.0,25.0,28.0,27.0
Marcel Peters,Germany,SebraOpen2014,16.0,25.0,28.0,31.0
Sébastien Auroux,Germany,SebraOpen2014,17.0,25.0,31.0,27.0
Emanuel Rheinert,Germany,SebraOpen2014,18.0,25.0,32.0,25.0
Bence Barát,Hungary,HungarianOpen2014,16.0,25.0,32.0,27.0
Blake Thompson,USA,FMCUSA2014,17.0,25.0,32.0,26.0
Justin Adsuara,USA,FMCUSA2014,17.0,25.0,32.0,26.0
Walker Welch,USA,FMCUSA2014,16.0,25.0,30.0,29.0
Michael Young,USA,FMCUSA2014,18.0,25.0,27.0,30.0
Tim Reynolds,USA,FMCUSA2014,20.0,25.0,29.0,26.0
Tomoaki Okayama (岡山友昭),Japan,AsianChampionship2014,17.0,25.0,33.0,25.0
Jan Bentlage,Germany,EatSleepCubeRepeat2014,16.0,25.0,28.0,31.0
Marcel Peters,Germany,EatSleepCubeRepeat2014,18.0,25.0,29.0,28.0
Sébastien Auroux,Germany,EatSleepCubeRepeat2014,20.0,25.0,28.0,27.0
Mark Boyanowski,USA,MichiganMystery2014,16.0,25.0,30.0,29.0
Yan Xuan (宣炎),China,CrossstraitFMC2014,16.0,25.0,30.0,29.0
Ryan DeLine,USA,CMUWinter2014,21.0,25.0,28.0,26.0
Tomoaki Okayama (岡山友昭),Japan,KantoFMC2015,17.0,25.0,30.0,28.0
Shuto Ueno (上野柊斗),Japan,KantoFMC2015,16.0,25.0,30.0,29.0
Bence Barát,Hungary,BONDOpen2015,16.0,25.0,35.0,24.0
Sébastien Auroux,Germany,BONDOpen2015,17.0,25.0,31.0,27.0
Jan Bentlage,Germany,BelgianWinter2015,18.0,25.0,29.0,28.0
Olivér Perge,Hungary,OsijekOpen2015,19.0,25.0,29.0,27.0
Bence Barát,Hungary,OsijekOpen2015,18.0,25.0,29.0,28.0
Bence Barát,Hungary,BrnoOpen2015,17.0,25.0,31.0,27.0
Olivér Perge,Hungary,BrnoOpen2015,21.0,25.0,28.0,26.0
Jan Bentlage,Germany,ZonhovenOpen2015,18.0,25.0,28.0,29.0
Marcel Peters,Germany,ZonhovenOpen2015,17.0,25.0,26.0,32.0
Sébastien Auroux,Germany,ZonhovenOpen2015,22.0,25.0,28.0,25.0
Nikhil Mande,India,IndianOpen2015,18.0,25.0,29.0,28.0
Anton Krokhmal (Антон Крохмаль),Ukraine,FMCEurope2015,16.0,25.0,23.0,36.0
Linus Frész,Germany,FMCEurope2015,19.0,25.0,28.0,28.0
Tomoaki Okayama (岡山友昭),Japan,FMCEurope2015,19.0,25.0,26.0,30.0
Sébastien Auroux,Germany,FMCEurope2015,21.0,25.0,28.0,26.0
Daniel Sheppard,United Kingdom,FMCEurope2015,22.0,25.0,27.0,26.0
Emanuel Rheinert,Germany,FMCEurope2015,21.0,25.0,28.0,26.0
Marcel Peters,Germany,FMCEurope2015,25.0,25.0,23.0,27.0
Prakhar Gupta,India,FMCed2015,19.0,25.0,25.0,31.0
Cale Schoon,USA,FabulousMinnesotaCompetition2015,18.0,25.0,29.0,28.0
Ryan DeLine,USA,FabulousMinnesotaCompetition2015,16.0,25.0,30.0,29.0
Dmitry Dobrjakov,Russia,BSTUOpen2015,18.0,25.0,28.0,29.0
Baiqiang Dong (董百强),China,CubeOfPrimeNumbers2015,16.0,25.0,33.0,26.0
Javier Cabezuelo Sánchez,Spain,KubeKingsWeekend2015,20.0,25.0,27.0,28.0
John Brechon,USA,MinnesotaCubeMelt2015,18.0,25.0,28.0,29.0
Jayden McNeill,Australia,CanberraAutumn2015,17.0,25.0,30.0,28.0
Feliks Zemdegs,Australia,CanberraAutumn2015,23.0,25.0,27.0,25.0
João Pedro Batista Ribeiro Costa,Brazil,BrasiliaOpen2015,25.0,25.0,26.0,24.0
Jan Bentlage,Germany,CBNBC2015,25.0,25.0,28.0,22.0
Marcel Peters,Germany,CBNBC2015,22.0,25.0,29.0,24.0
Sébastien Auroux,Germany,CBNBC2015,20.0,25.0,26.0,29.0
Jan Bentlage,Germany,VelbertOpen2015,16.0,25.0,31.0,28.0
Sébastien Auroux,Germany,VelbertOpen2015,20.0,25.0,26.0,29.0
Janne Lehtimäki,Finland,FinnishOpen2015,19.0,25.0,29.0,27.0
Evan Liu,USA,FantabulousMaryland2015,16.0,25.0,31.0,28.0
Michael Young,USA,SoCalSupercomp2015,16.0,25.0,29.0,30.0
Bence Barát,Hungary,CroatianOpen2015,22.0,25.0,25.0,28.0
Walker Welch,USA,Michigan2015,20.0,25.0,26.0,29.0
Julian David,Canada,Michigan2015,19.0,25.0,29.0,27.0
Kit Clement,USA,Michigan2015,17.0,25.0,30.0,28.0
Rami Sbahi,USA,Michigan2015,26.0,25.0,29.0,20.0
Kit Clement,USA,Michigan2015,19.0,25.0,26.0,30.0
Ryan DeLine,USA,Michigan2015,17.0,25.0,30.0,28.0
Tomáš Novotný,Czech Republic,CzechOpen2015,18.0,25.0,32.0,25.0
Bence János Csuti,Hungary,CzechOpen2015,20.0,25.0,31.0,24.0
Bence Barát,Hungary,CzechOpen2015,18.0,25.0,25.0,32.0
Matěj Grohmann,Czech Republic,CzechOpen2015,21.0,25.0,28.0,26.0
Olivér Perge,Hungary,CzechOpen2015,17.0,25.0,29.0,29.0
João Pedro Batista Ribeiro Costa,Brazil,WC2015,24.0,25.0,25.0,26.0
Jan Bentlage,Germany,WC2015,20.0,25.0,30.0,25.0
Emanuel Rheinert,Germany,WC2015,22.0,25.0,27.0,26.0
Marcel Peters,Germany,WC2015,16.0,25.0,26.0,33.0
Sébastien Auroux,Germany,WC2015,22.0,25.0,26.0,27.0
Tomoaki Okayama (岡山友昭),Japan,WC2015,21.0,25.0,24.0,30.0
Feliks Zemdegs,Australia,WC2015,17.0,25.0,28.0,30.0
Linus Frész,Germany,WC2015,17.0,25.0,26.0,32.0
Mats Valk,Netherlands,WC2015,17.0,25.0,29.0,29.0
João Pedro Batista Ribeiro Costa,Brazil,SESCSantos2015,16.0,25.0,29.0,30.0
João Pedro Batista Ribeiro Costa,Brazil,SESCSantos2015,16.0,25.0,30.0,29.0
Diego Meneghetti,Brazil,SESCSantos2015,22.0,25.0,24.0,29.0
Michael Young,USA,USNationals2015,16.0,25.0,26.0,33.0
Kit Clement,USA,USNationals2015,16.0,25.0,30.0,29.0
Sébastien Auroux,Germany,N8W8Summer2015,22.0,25.0,26.0,27.0
Jan Bentlage,Germany,N8W8Summer2015,17.0,25.0,31.0,27.0
Olivér Perge,Hungary,SlovakianOpen2015,16.0,25.0,26.0,33.0
Tomoaki Okayama (岡山友昭),Japan,CubeCampinKanazawa2015,16.0,25.0,30.0,29.0
Jan Bentlage,Germany,BarcelonaFMEOpen2015,16.0,25.0,31.0,28.0
Sébastien Auroux,Germany,HungarianOpen2015,23.0,25.0,26.0,26.0
Mats Valk,Netherlands,ChinaChampionship2015,20.0,25.0,28.0,27.0
Michael Young,USA,PleaseBeQuiet2015,17.0,25.0,25.0,33.0
Ryan DeLine,USA,PleaseBeQuiet2015,19.0,25.0,27.0,29.0
Steven Xu,USA,PleaseBeQuiet2015,20.0,25.0,26.0,29.0
Jeremy Fleischman,USA,PleaseBeQuiet2015,16.0,25.0,28.0,31.0
Kit Clement,USA,PleaseBeQuiet2015,16.0,25.0,28.0,31.0
Grzegorz Łuczyna,Poland,PolishChampionship2015,16.0,25.0,31.0,28.0
Bo Huang (黄镈),China,BeijingOpen2015,20.0,25.0,29.0,26.0
Yunke Zhang (张云柯),China,BeijingOpen2015,18.0,25.0,27.0,30.0
Michael Young,USA,FMCUSA2015,19.0,25.0,33.0,23.0
Mark Boyanowski,USA,FMCUSA2015,17.0,25.0,28.0,30.0
Ravi Fernando,USA,FMCUSA2015,16.0,25.0,26.0,33.0
Bence Barát,Hungary,BratislavaOpen2015,20.0,25.0,26.0,29.0
Matěj Grohmann,Czech Republic,BratislavaOpen2015,17.0,25.0,28.0,30.0
Xuyang Zhang (张煦阳),China,FMCAsia2015,17.0,25.0,30.0,28.0
Jiejie Du (杜杰杰),China,FMCAsia2015,16.0,25.0,29.0,30.0
Qijun Miao (缪其隽),China,FMCAsia2015,18.0,25.0,29.0,28.0
Minato Imai (今井港),Japan,FMCAsia2015,19.0,25.0,27.0,29.0
Yunke Zhang (张云柯),China,BeijingLongEvents2015,23.0,25.0,23.0,29.0
Baiqiang Dong (董百强),China,BeijingLongEvents2015,17.0,25.0,31.0,27.0
Sébastien Auroux,Germany,SebraOpen2015,22.0,25.0,29.0,24.0
Marcel Peters,Germany,SebraOpen2015,22.0,25.0,28.0,25.0
Emanuel Rheinert,Germany,SebraOpen2015,19.0,25.0,27.0,29.0
Jan Bentlage,Germany,SebraOpen2015,21.0,25.0,28.0,26.0
Reto Bubendorf,Switzerland,ItalianOpen2015,16.0,25.0,31.0,28.0
Yunke Zhang (张云柯),China,XianNewYear2016,16.0,25.0,28.0,31.0
Sébastien Auroux,Germany,Cubelonia2016,24.0,25.0,24.0,27.0
Marcel Peters,Germany,Cubelonia2016,27.0,25.0,19.0,29.0
Mats Valk,Netherlands,Cubelonia2016,24.0,25.0,26.0,25.0
Linus Frész,Germany,Cubelonia2016,16.0,25.0,28.0,31.0
Walker Welch,USA,KeepPortlandQuiet2016,20.0,25.0,26.0,29.0
Cale Schoon,USA,MinnesotaWinter2016,25.0,25.0,25.0,25.0
Mark Boyanowski,USA,MinnesotaWinter2016,19.0,25.0,29.0,27.0
Walker Welch,USA,MinnesotaWinter2016,17.0,25.0,27.0,31.0
Bence Barát,Hungary,BONDOpen2016,20.0,25.0,27.0,28.0
Sébastien Auroux,Germany,BONDOpen2016,21.0,25.0,30.0,24.0
Marcel Peters,Germany,BONDOpen2016,17.0,25.0,30.0,28.0
Wojciech Szatanowski,Poland,BONDOpen2016,20.0,25.0,26.0,29.0
Matěj Grohmann,Czech Republic,BONDOpen2016,17.0,25.0,28.0,30.0
Javier Cabezuelo Sánchez,Spain,MolinaOpen2016,16.0,25.0,32.0,27.0
Anton Krokhmal (Антон Крохмаль),Ukraine,CowboysFMCParty2016,18.0,25.0,30.0,27.0
Ryan DeLine,USA,BlindandWhatnot2016,16.0,25.0,25.0,34.0
