name,444bf
"0    Mathieu Hudon
Name: name, dtype: object",519
"0    Pamulapati Sai Teja
Name: name, dtype: object",519
"0    William Jensen
Name: name, dtype: object",519
"0    Claudio Bentivoglio
Name: name, dtype: object",519
"0    Katsuki Takahashi (高橋勝紀)
Name: name, dtype: object",519
"0    Sebastian Outh-Aut
Name: name, dtype: object",518
"0    Hongyuan Tang (唐鸿远)
Name: name, dtype: object",518
"0    Joseph Tudor
Name: name, dtype: object",518
"0    Noah Swor
Name: name, dtype: object",518
"0    Luca Rannisi
Name: name, dtype: object",518
"0    Jackson Palmer
Name: name, dtype: object",517
"0    Yash Mehta
Name: name, dtype: object",516
"0    Kevin Matthews
Name: name, dtype: object",516
"0    Andrei Solntsev
Name: name, dtype: object",514
"0    Fabian Settelen
Name: name, dtype: object",514
"0    Mikhail Kuzin
Name: name, dtype: object",512
"0    Jakub Hamkało
Name: name, dtype: object",512
"0    Jonathon Griffith
Name: name, dtype: object",511
"0    Lichao Liu (刘立超)
Name: name, dtype: object",510
"0    Samuel Simko
Name: name, dtype: object",510
"0    Artyom Martirosov
Name: name, dtype: object",509
"0    Heejun Kim (김희준)
Name: name, dtype: object",509
"0    Nicholas Fogo
Name: name, dtype: object",509
"0    Axel Flordal
Name: name, dtype: object",509
"0    Alex Agranov
Name: name, dtype: object",508
"0    Aldrin Alba Soria
Name: name, dtype: object",508
"0    Jaden Dao
Name: name, dtype: object",508
"0    Delphine Tran (Ngọc Phượng Vĩ Trần)
Name: name, dtype: object",508
"0    Saiyam Jain
Name: name, dtype: object",507
"0    Wilfrid Py
Name: name, dtype: object",507
"0    Lee Hoween
Name: name, dtype: object",506
"0    Robert Paus
Name: name, dtype: object",506
"0    Conlan Trace
Name: name, dtype: object",506
"0    Abylai Orazalin (Абылай Оразалин)
Name: name, dtype: object",505
"0    Jérôme Carlier
Name: name, dtype: object",504
"0    Hellen Ding
Name: name, dtype: object",503
"0    Yeeun Park (박예은)
Name: name, dtype: object",503
"0    Peter Preston
Name: name, dtype: object",503
"0    Yuji Yoshida
Name: name, dtype: object",502
"0    Leonardo Ezequiel Cruz
Name: name, dtype: object",502
"0    Timothy Goh
Name: name, dtype: object",502
"0    Connor Yungbluth
Name: name, dtype: object",501
"0    Wong Chong Wen (黄崇文)
Name: name, dtype: object",500
"0    Raluca Ioana Grigoraș
Name: name, dtype: object",500
"0    Guowei Sun (孙国卫)
Name: name, dtype: object",500
"0    Joseph Pasterski
Name: name, dtype: object",500
"0    Michael Larsen
Name: name, dtype: object",500
"0    Kayla Brown
Name: name, dtype: object",500
"0    Lucas Garron
Name: name, dtype: object",499
"0    Marco Yang
Name: name, dtype: object",499
"0    Balázs Polyák
Name: name, dtype: object",499
"0    Ben Whitmore
Name: name, dtype: object",498
"0    Chris Hardwick
Name: name, dtype: object",498
"0    Jiachi Han (韩佳池)
Name: name, dtype: object",498
"0    Alex Walker
Name: name, dtype: object",496
"0    Nathan Daviaud
Name: name, dtype: object",496
"0    Milan van Wanrooij
Name: name, dtype: object",495
"0    Yoni Strassberg
Name: name, dtype: object",494
"0    Damir Zhanataev (Дамир Жанатаев)
Name: name, dtype: object",494
"0    Tom Maguire
Name: name, dtype: object",494
"0    Zian Song (宋子安)
Name: name, dtype: object",494
"0    Daniel Karnaukh
Name: name, dtype: object",494
"0    Berta García Parra
Name: name, dtype: object",493
"0    Isaac Langer
Name: name, dtype: object",493
"0    Tomohiro Kobayashi (小林知広)
Name: name, dtype: object",493
"0    Cameron Stollery
Name: name, dtype: object",492
"0    Liang Zhang (张亮)
Name: name, dtype: object",492
"0    Wajdi Omrani
Name: name, dtype: object",491
"0    Andrew Rizo
Name: name, dtype: object",491
"0    John Leeds
Name: name, dtype: object",490
"0    Gianfranco Huanqui
Name: name, dtype: object",489
"0    Joel Hernández
Name: name, dtype: object",488
"0    Liew Yee Voon (劉倚文)
Name: name, dtype: object",488
"0    Selim Makni
Name: name, dtype: object",487
"0    Callum Goodyear
Name: name, dtype: object",487
"0    Anders Berggren
Name: name, dtype: object",487
"0    Lucas O'Connell
Name: name, dtype: object",487
"0    Jorge Manuel Lira Ibarra
Name: name, dtype: object",487
"0    Ruben Grobler
Name: name, dtype: object",486
"0    Stephen Huan
Name: name, dtype: object",485
"0    Erick Amaro Hernandez
Name: name, dtype: object",485
"0    Will Cerne
Name: name, dtype: object",485
"0    Cendy Cahyo Rahmat
Name: name, dtype: object",485
"0    Jake Klassen
Name: name, dtype: object",483
"0    Thomas Bevan
Name: name, dtype: object",483
"0    Christian König
Name: name, dtype: object",483
"0    Riley Dexter
Name: name, dtype: object",483
"0    Antoine Cantin
Name: name, dtype: object",483
"0    Jake M. Hanson
Name: name, dtype: object",482
"0    Ivo Bakker
Name: name, dtype: object",482
"0    Ciarán Beahan
Name: name, dtype: object",481
"0    Jang Seok Won (장석원)
Name: name, dtype: object",480
"0    Wilson Alvis (陈智胜)
Name: name, dtype: object",480
"0    Dušan Zakelšek
Name: name, dtype: object",480
"0    Erik Tjong Kim Sang
Name: name, dtype: object",479
"0    Shelley Chang
Name: name, dtype: object",479
"0    Andrey Ivanov
Name: name, dtype: object",479
"0    Nikolay Masson (Николай Массон)
Name: name, dtype: object",479
"0    Lorenzo Vigani Poli
Name: name, dtype: object",479
"0    Hasabi Sailendra
Name: name, dtype: object",478
"0    Feilong Tang (唐飞龙)
Name: name, dtype: object",478
"0    Tiago Zamberlan
Name: name, dtype: object",478
"0    James Molloy
Name: name, dtype: object",477
"0    Mara Oprea
Name: name, dtype: object",477
"0    Blake Thompson
Name: name, dtype: object",477
"0    Deni Mintsaev (Дени Минцаев)
Name: name, dtype: object",477
"0    Nikhil Mande
Name: name, dtype: object",476
"0    Ole Nikolai Gjerset
Name: name, dtype: object",476
"0    Eric Limeback
Name: name, dtype: object",476
"0    Choi Hyo-jin (최효진)
Name: name, dtype: object",475
"0    Dan Tran
Name: name, dtype: object",475
"0    Jakub Lorens
Name: name, dtype: object",475
"0    Hannes Müller
Name: name, dtype: object",475
"0    Jacob Posner
Name: name, dtype: object",474
"0    Riku Akiyama (秋山吏玖)
Name: name, dtype: object",472
"0    Jeff Park
Name: name, dtype: object",472
"0    Timon Veurink
Name: name, dtype: object",472
"0    Lionel Malloggi
Name: name, dtype: object",472
"0    Mykyta Prytyko (Микита Притико)
Name: name, dtype: object",471
"0    Kamil Michalak
Name: name, dtype: object",471
"0    Lindsay Hans
Name: name, dtype: object",470
"0    Ben Keogh
Name: name, dtype: object",470
"0    Cary Huang
Name: name, dtype: object",469
"0    Peter Åberg
Name: name, dtype: object",469
"0    Chris Choi
Name: name, dtype: object",469
"0    Sebastian Alanen
Name: name, dtype: object",469
"0    Hargun Singh Tikku
Name: name, dtype: object",468
"0    Jack Pfeifer
Name: name, dtype: object",468
"0    Yifan Zhuang (庄一凡)
Name: name, dtype: object",467
"0    Olivier Vos
Name: name, dtype: object",467
"0    Tommy Kiprillis
Name: name, dtype: object",466
"0    Chad Harris
Name: name, dtype: object",465
"0    Brent Silkyn
Name: name, dtype: object",464
"0    Damian Wilding
Name: name, dtype: object",464
"0    David Epstein
Name: name, dtype: object",463
"0    Taylor Cookmeyer
Name: name, dtype: object",463
"0    Aniketh Arya
Name: name, dtype: object",462
"0    Boqin Zhao (赵博钦)
Name: name, dtype: object",461
"0    Aurelien Marion
Name: name, dtype: object",461
"0    Zack Hobbs
Name: name, dtype: object",461
"0    Martin Fronescu
Name: name, dtype: object",461
"0    Alexandre Henrique Afonso Campos
Name: name, dtype: object",461
"0    Jacob McGruddy
Name: name, dtype: object",460
"0    Noah Feld
Name: name, dtype: object",460
"0    Hua-Ting Lee (李華庭)
Name: name, dtype: object",460
"0    Paris Dorn
Name: name, dtype: object",460
"0    Hannah Minas
Name: name, dtype: object",459
"0    Moisés Alberto Rojas León
Name: name, dtype: object",459
"0    Maxim Chechnev
Name: name, dtype: object",459
"0    Zongwen Mu (牟宗文)
Name: name, dtype: object",458
"0    YongKyu Lee (이용규)
Name: name, dtype: object",457
"0    Elias Malomgré
Name: name, dtype: object",456
"0    David Adams
Name: name, dtype: object",455
"0    Konstantin Jaehne
Name: name, dtype: object",455
"0    Rodson Lingad
Name: name, dtype: object",455
"0    Leonid Aznauryan
Name: name, dtype: object",455
"0    Daniel Goodman
Name: name, dtype: object",454
"0    Ádám Barta
Name: name, dtype: object",454
"0    Vladimir Kostin
Name: name, dtype: object",454
"0    Lee Stanton-Barnett
Name: name, dtype: object",453
"0    Michael Fung
Name: name, dtype: object",452
"0    Salil Desai
Name: name, dtype: object",452
"0    Vasile Dan
Name: name, dtype: object",452
"0    Gerson Natanael
Name: name, dtype: object",452
"0    John Linder
Name: name, dtype: object",452
"0    Chris Groenewald
Name: name, dtype: object",451
"0    Ernur Ersayynov
Name: name, dtype: object",451
"0    Mikus Lembergs
Name: name, dtype: object",451
"0    András Gelencsér
Name: name, dtype: object",451
"0    Arkadiusz Żynel
Name: name, dtype: object",451
"0    Paul Neumann
Name: name, dtype: object",450
"0    Brendan Bakker
Name: name, dtype: object",450
"0    Justin Choi
Name: name, dtype: object",449
"0    Ian Drake
Name: name, dtype: object",449
"0    Weina Bao (鲍伟娜)
Name: name, dtype: object",449
"0    Andrew Nguyen
Name: name, dtype: object",448
"0    Gleiciano Cosmo Santos
Name: name, dtype: object",448
"0    Satoshi Kodama (児玉聡)
Name: name, dtype: object",447
"0    Niclas Mach
Name: name, dtype: object",446
"0    Sam Adams
Name: name, dtype: object",446
"0    Jaemin Chang (장재민)
Name: name, dtype: object",445
"0    Harry Owen
Name: name, dtype: object",445
"0    Zhichun Li (李志纯)
Name: name, dtype: object",445
"0    Doyul Kim (김도율)
Name: name, dtype: object",444
"0    Nathan Seeto
Name: name, dtype: object",443
"0    Yusuke Takada (高田祐介)
Name: name, dtype: object",443
"0    Chan Hay Yin (陳希言)
Name: name, dtype: object",443
"0    Nikita Kabanin (Никита Кабанин)
Name: name, dtype: object",443
"0    William Phommaha
Name: name, dtype: object",443
"0    Ethan Pride
Name: name, dtype: object",442
"0    Alistair Robequin
Name: name, dtype: object",441
"0    Yuval Porat
Name: name, dtype: object",441
"0    Gregor Billing
Name: name, dtype: object",440
"0    Clay Moore
Name: name, dtype: object",440
"0    Jihaobutao (冀好布套)
Name: name, dtype: object",439
"0    Grzegorz Jałocha
Name: name, dtype: object",439
"0    Alexis Fedeler
Name: name, dtype: object",439
"0    Bertie Longden
Name: name, dtype: object",438
"0    Michael (謝富亦)
Name: name, dtype: object",438
"0    Gianluca Placenti
Name: name, dtype: object",437
"0    Szymon Brzana
Name: name, dtype: object",437
"0    Will Callan
Name: name, dtype: object",437
"0    Andrew Nathenson
Name: name, dtype: object",436
"0    Lachlan Malcolm
Name: name, dtype: object",436
"0    Jēkabs Janovs
Name: name, dtype: object",435
"0    Vishwanath Jeyaraman
Name: name, dtype: object",435
"0    Antonie Paterakis
1    Antonie Paterakis
Name: name, dtype: object",435
"0    Óskar Pétursson
Name: name, dtype: object",434
"0    Darby Lee
Name: name, dtype: object",433
"0    Anaëlle Msaidie
Name: name, dtype: object",433
"0    Carl Emil Exner
Name: name, dtype: object",433
"0    Yunhao Lou (娄云皓)
Name: name, dtype: object",433
"0    Chunjie Shan (单淳劼)
Name: name, dtype: object",433
"0    Tristan Steeves
Name: name, dtype: object",433
"0    Mason Langenderfer
Name: name, dtype: object",432
"0    Jonas Rongé
Name: name, dtype: object",432
"0    Krish Shah-Nathwani
Name: name, dtype: object",431
"0    David McLean
Name: name, dtype: object",431
"0    Nathanael Morgan
Name: name, dtype: object",431
"0    Yifan Cheng (程依凡)
Name: name, dtype: object",430
"0    Tyler Hicks
Name: name, dtype: object",430
"0    Alexander Olleta del Molino
Name: name, dtype: object",428
"0    Samuel Baird
Name: name, dtype: object",427
"0    Suraj Vidyasagar
Name: name, dtype: object",426
"0    Michał Wroński
Name: name, dtype: object",426
"0    Jacob Oliver Bruun
Name: name, dtype: object",426
"0    Atharva R. Bhat
Name: name, dtype: object",426
"0    José Antonio Navarro Sánchez
Name: name, dtype: object",426
"0    Roan Paone
Name: name, dtype: object",425
"0    Benjamin Gottschalk
Name: name, dtype: object",425
"0    Robert Riordan
Name: name, dtype: object",425
"0    Elias Seoane Bucio
Name: name, dtype: object",424
"0    Alessio Giuliano
Name: name, dtype: object",424
"0    Yu Zhou (周煜)
Name: name, dtype: object",424
"0    Dallas McNeil
Name: name, dtype: object",424
"0    Krzysztof Bober
Name: name, dtype: object",423
"0    Ryan Francisco
Name: name, dtype: object",422
"0    Nikita Razzamazov (Никита Раззама́зов)
Name: name, dtype: object",422
"0    Yucheng Chen (陈裕铖)
Name: name, dtype: object",422
"0    Daniel Tidsey
Name: name, dtype: object",422
"0    Danang Adianto
Name: name, dtype: object",421
"0    Yuta Okada (岡田雄太)
Name: name, dtype: object",421
"0    Danny SungIn Park
Name: name, dtype: object",420
"0    Steve Greer
Name: name, dtype: object",420
"0    Angel Arrioja Landa
Name: name, dtype: object",419
"0    Arnau Tous Mateu
Name: name, dtype: object",419
"0    Ray Bai
Name: name, dtype: object",419
"0    Zachary Trudell
Name: name, dtype: object",418
"0    Emanuel Rheinert
Name: name, dtype: object",418
"0    Jeremy Kemmerer
Name: name, dtype: object",417
"0    Jami Viljanen
Name: name, dtype: object",416
"0    Jakub Bartos
Name: name, dtype: object",415
"0    Robin Hagner
Name: name, dtype: object",415
"0    Zheng Shen (申正)
Name: name, dtype: object",414
"0    Nipun Das
Name: name, dtype: object",414
"0    John Edison Ubaldo
Name: name, dtype: object",414
"0    Zachary White
Name: name, dtype: object",414
"0    Alberto Arturo Ayllón Bustos
Name: name, dtype: object",414
"0    Luca Rizzi
Name: name, dtype: object",412
"0    Kymberlyn Calderon
Name: name, dtype: object",412
"0    Eva Kato
Name: name, dtype: object",411
"0    Eduardo Henrique Philippsen
Name: name, dtype: object",410
"0    Matej Bolta
Name: name, dtype: object",410
"0    Zhenyang Shao (邵振洋)
Name: name, dtype: object",409
"0    Travis Burkett
Name: name, dtype: object",409
"0    Yu Da-Hyun (유다현)
Name: name, dtype: object",408
"0    Simon Kellum
Name: name, dtype: object",408
"0    Christopher Morris
Name: name, dtype: object",407
"0    Matan Betesh
Name: name, dtype: object",407
"0    Liudi Sun (孙柳笛)
Name: name, dtype: object",407
"0    Piotr Janecki
Name: name, dtype: object",406
"0    Daan Baartmans
Name: name, dtype: object",406
"0    Jinghui Suo (索晶辉)
Name: name, dtype: object",405
"0    Chi-Lun Hung (洪啟倫)
Name: name, dtype: object",405
"0    Sam van Vliet
Name: name, dtype: object",404
"0    Jason Bilgrei
Name: name, dtype: object",404
"0    Jordan Baum
Name: name, dtype: object",404
"0    Christopher Chi
Name: name, dtype: object",404
"0    Yuchao Zhang (张昱超)
Name: name, dtype: object",404
"0    Aragón Galván Solano
Name: name, dtype: object",402
"0    Thiago Kunrath
Name: name, dtype: object",402
"0    Lakshmi Sai Srivatsa
Name: name, dtype: object",402
"0    Reto Bubendorf
1    Reto Bubendorf
Name: name, dtype: object",401
"0    Fabian Löhle
Name: name, dtype: object",401
"0    Matthew Dickman
Name: name, dtype: object",401
"0    Luigi Soriano
Name: name, dtype: object",401
"0    Juho Arjanne
Name: name, dtype: object",400
"0    Matteo Dummar
Name: name, dtype: object",400
"0    Magnus Patrick Kanstrup
Name: name, dtype: object",399
"0    Cheung-Hao Tu
Name: name, dtype: object",399
"0    Mochammad Yopy Anggara Putra
Name: name, dtype: object",398
"0    Will Faust
Name: name, dtype: object",398
"0    Takuma Shirahase (白波瀬拓磨)
Name: name, dtype: object",398
"0    Jacob Eoin Gipp
Name: name, dtype: object",398
"0    Rotem Ifrach
Name: name, dtype: object",396
"0    Alexander Botz
Name: name, dtype: object",396
"0    Paul Ellement
Name: name, dtype: object",395
"0    Joel Mamani Tumiri
Name: name, dtype: object",394
"0    Stanisław Szyszka
Name: name, dtype: object",394
"0    Shintaro Hirose (広瀬慎太郎)
Name: name, dtype: object",394
"0    Jiazheng Zhao (赵家正)
Name: name, dtype: object",393
"0    Paweł Duraj
Name: name, dtype: object",393
"0    Viktor Zenk
Name: name, dtype: object",393
"0    Jae Hyun Jeong
Name: name, dtype: object",393
"0    Pavel Kovirzin (Павел Ковырзин)
Name: name, dtype: object",393
"0    Taku Yanai (矢内拓)
Name: name, dtype: object",393
"0    Philip Cuthbertson
Name: name, dtype: object",392
"0    Mykhailo Lagoida (Михайло Лагойда)
Name: name, dtype: object",392
"0    Calvin Sall
Name: name, dtype: object",392
"0    Ishaan Lal
Name: name, dtype: object",391
"0    Andreas Lambropoulos
Name: name, dtype: object",391
"0    Pranav Prabhu
Name: name, dtype: object",391
"0    Wenjie Xu (徐文杰)
Name: name, dtype: object",390
"0    Jaden Ginsburg
Name: name, dtype: object",390
"0    Jintao Jin (金锦涛)
Name: name, dtype: object",390
"0    Javier Hernandez Requena
Name: name, dtype: object",389
"0    Alban Reynaud
Name: name, dtype: object",389
"0    Zhao-Zhe Zhong (鍾肇哲)
Name: name, dtype: object",389
"0    Leonardo Pranadyar
Name: name, dtype: object",388
"0    Nathan Dwyer
Name: name, dtype: object",387
"0    Finn Trass
Name: name, dtype: object",387
"0    Xiaoliang Zhu (朱校良)
Name: name, dtype: object",387
"0    Angelo Fontanini Lamure
Name: name, dtype: object",387
"0    Jefferson Andres Durango Argaez
Name: name, dtype: object",387
"0    Víctor Adán Solis Martinez
Name: name, dtype: object",386
"0    Volodymyr Korol (Володимир Король)
Name: name, dtype: object",386
"0    Ethan Stevens
Name: name, dtype: object",386
"0    Marcus Moberg
Name: name, dtype: object",385
"0    João Pedro de Ornellas Cardoso
Name: name, dtype: object",384
"0    Tripp Peters
Name: name, dtype: object",384
"0    Theodor Nordstrand
Name: name, dtype: object",384
"0    David Vujasić
Name: name, dtype: object",384
"0    Ethan Basanov
Name: name, dtype: object",383
"0    Naoko Ogino (荻野奈緒子)
Name: name, dtype: object",382
"0    Sora Sato
Name: name, dtype: object",382
"0    Frederick Zheng
Name: name, dtype: object",382
"0    Nam Anh Dang
Name: name, dtype: object",380
"0    Jong-Ho Jeong (정종호)
Name: name, dtype: object",380
"0    Vitalii Khomyn (Віталій Хомин)
Name: name, dtype: object",379
"0    Michael Young
Name: name, dtype: object",378
"0    Acchyut Jolly
Name: name, dtype: object",377
"0    Hippolyte Moreau
Name: name, dtype: object",377
"0    Jia-Wei Liu (劉家瑋)
Name: name, dtype: object",375
"0    Niels van Ee
Name: name, dtype: object",375
"0    Callum Hales-Jepp
Name: name, dtype: object",375
"0    Dominic Amrhein
Name: name, dtype: object",374
"0    Yunsu Nam (남윤수)
Name: name, dtype: object",373
"0    Xin Luo (罗鑫)
Name: name, dtype: object",373
"0    Ryota Aoki (青木涼太)
Name: name, dtype: object",372
"0    Tijmen van der Ree
Name: name, dtype: object",372
"0    Mingyang Xie (谢铭扬)
Name: name, dtype: object",372
"0    Samuel Fang
Name: name, dtype: object",372
"0    Mohammad Ibnu Sabilillah
Name: name, dtype: object",371
"0    Raúl Cuevas Castillo
Name: name, dtype: object",371
"0    Calvin Brauer
Name: name, dtype: object",370
"0    Daniel Vædele Egdal
Name: name, dtype: object",370
"0    Sergio Bulux
Name: name, dtype: object",370
"0    Anirudh Sureshram
Name: name, dtype: object",369
"0    Tomoyuki Hiraide (平出智之)
Name: name, dtype: object",369
"0    Pavlo Bondar (Павло Бондар)
Name: name, dtype: object",369
"0    Timo Hromádka
Name: name, dtype: object",369
"0    Joshua Eom
Name: name, dtype: object",368
"0    Eli Jay
Name: name, dtype: object",367
"0    Yiquan Ling (凌艺全)
Name: name, dtype: object",367
"0    Tyler Patten
Name: name, dtype: object",367
"0    Jacopo Antonio Boffa
Name: name, dtype: object",366
"0    Andrew Robey
Name: name, dtype: object",366
"0    Oto Aoyagi (青柳吟)
Name: name, dtype: object",365
"0    Einar Kvam Lundberg
Name: name, dtype: object",365
"0    Eric Waldbillig
Name: name, dtype: object",365
"0    Haruka Kitamura (北村晴香)
Name: name, dtype: object",364
"0    Victor Hugo Lopez Bautista
Name: name, dtype: object",364
"0    Lincoln Solt
Name: name, dtype: object",364
"0    Joel Lundström
Name: name, dtype: object",363
"0    Joshua Williams
Name: name, dtype: object",363
"0    James Macdiarmid
Name: name, dtype: object",363
"0    Ramses Amaya
Name: name, dtype: object",363
"0    Kristopher De Asis
Name: name, dtype: object",363
"0    Derek Kong
Name: name, dtype: object",363
"0    Mircea Simionica
Name: name, dtype: object",362
"0    Akash Malajpure
Name: name, dtype: object",362
"0    Simon Jansson
Name: name, dtype: object",361
"0    Josh Bloch
Name: name, dtype: object",361
"0    Kazuki Sakamoto (坂本一樹)
Name: name, dtype: object",361
"0    Kazuki Ojima (尾島和樹)
Name: name, dtype: object",361
"0    Eduardo José Poveda Rojas
Name: name, dtype: object",360
"0    Brian Acuña
Name: name, dtype: object",360
"0    Breandan Vallance
Name: name, dtype: object",359
"0    Jie Chen (陈杰)
Name: name, dtype: object",359
"0    CJ Sheng
Name: name, dtype: object",359
"0    Polina Lapteva (Полина Лаптева)
Name: name, dtype: object",359
"0    Timothy Castle
Name: name, dtype: object",359
"0    Erik Bitvai
Name: name, dtype: object",358
"0    Diego Meneghetti
Name: name, dtype: object",358
"0    Hang Yu (禹杭)
Name: name, dtype: object",358
"0    Viljo Elo
Name: name, dtype: object",358
"0    Ethan Dennis
Name: name, dtype: object",357
"0    Roberto da Costa Barbosa Nunes Caldas
Name: name, dtype: object",357
"0    Bobby D'Angelo
Name: name, dtype: object",357
"0    Mattheo de Wit
Name: name, dtype: object",356
"0    Malte Ihlefeld
Name: name, dtype: object",356
"0    Łukasz Gondek
Name: name, dtype: object",356
"0    Shin Myeong Park (박신명)
Name: name, dtype: object",354
"0    Ryan McIlhenny
Name: name, dtype: object",354
"0    Brandon Satterstrom
Name: name, dtype: object",354
"0    Kaidrich Keolo Pobre
Name: name, dtype: object",354
"0    Vicenzo Guerino Cecchini
Name: name, dtype: object",353
"0    Timothy Loh
Name: name, dtype: object",353
"0    Luboš Bartík
Name: name, dtype: object",353
"0    Noel Kim
Name: name, dtype: object",353
"0    Patryk Milewczyk
Name: name, dtype: object",351
"0    Zhiyuan Ma (马之元)
Name: name, dtype: object",350
"0    Ryan Eckersley
Name: name, dtype: object",350
"0    Sergio Bodega Herráiz
Name: name, dtype: object",350
"0    Rodrigo Zarate
Name: name, dtype: object",350
"0    Max Hahnbück
Name: name, dtype: object",350
"0    Mohamad Danisy Asyraf Bin Abdul Razak
Name: name, dtype: object",350
"0    Owen Wilkins
Name: name, dtype: object",349
"0    Céline Souty
Name: name, dtype: object",349
"0    AJ Blair
Name: name, dtype: object",348
"0    Manuel Bühler
Name: name, dtype: object",348
"0    Naman Jain
Name: name, dtype: object",348
"0    Jeric Bobo
Name: name, dtype: object",348
"0    Ryan DeLine
Name: name, dtype: object",347
"0    Charlie Stark
Name: name, dtype: object",347
"0    Fahad Ittikaparambil Palakkal Haneefa
Name: name, dtype: object",347
"0    Tao Yu (喻韬)
1    Tao Yu (喻韬)
Name: name, dtype: object",347
"0    Jesús Lindo García
Name: name, dtype: object",346
"0    Peter Andersson
Name: name, dtype: object",345
"0    Carlos Pedro Casado de Achával
Name: name, dtype: object",345
"0    Ivan Li Ka Leong (李嘉亮)
Name: name, dtype: object",344
"0    Daniel Gracia Ortiz
Name: name, dtype: object",343
"0    Levi André Tallaksen
Name: name, dtype: object",343
"0    Clément Burgevin
Name: name, dtype: object",342
"0    Guoliang Wang (王国梁)
Name: name, dtype: object",342
"0    Andy Wong
Name: name, dtype: object",341
"0    Remo Pihel
Name: name, dtype: object",340
"0    Brandon Mikel
Name: name, dtype: object",340
"0    Matt Sullivan
Name: name, dtype: object",340
"0    Shifei Dai (代时飞)
Name: name, dtype: object",340
"0    Timo Forsthofer
Name: name, dtype: object",339
"0    Marcos Masini
Name: name, dtype: object",339
"0    Gabriel Henrique Cabral Barthasson
Name: name, dtype: object",339
"0    Andrew Le
Name: name, dtype: object",339
"0    Santiago Reyes Idarraga
Name: name, dtype: object",339
"0    Oscar Jones
Name: name, dtype: object",339
"0    Serhii Mormul (Сергій Мормуль)
Name: name, dtype: object",339
"0    David Verdooren Flórez
Name: name, dtype: object",338
"0    Xiaochuan Feng (冯小川)
Name: name, dtype: object",338
"0    Amelie Dieterich
Name: name, dtype: object",337
"0    Daniel Chudecki
Name: name, dtype: object",336
"0    Eddy Deturche
Name: name, dtype: object",336
"0    Laura Holzhauer
Name: name, dtype: object",336
"0    Jesper Frisk
Name: name, dtype: object",335
"0    Muhammad Saleh Imtiaz
Name: name, dtype: object",335
"0    Radosław Drozdowicz
Name: name, dtype: object",335
"0    Abdullah Gulab
Name: name, dtype: object",335
"0    Yan Xia (夏炎)
Name: name, dtype: object",333
"0    Akatsuki Kitamura (北村曉)
Name: name, dtype: object",333
"0    James Hildreth
Name: name, dtype: object",333
"0    Daniel Tarifa
Name: name, dtype: object",332
"0    Willem Klose
Name: name, dtype: object",332
"0    Ben Streeter
Name: name, dtype: object",331
"0    Kevin Gerhardt
Name: name, dtype: object",331
"0    Caleb Fox
Name: name, dtype: object",331
"0    Aidan Proietto
Name: name, dtype: object",331
"0    Jerich Lee (李再圆)
Name: name, dtype: object",331
"0    Tommy Szeliga
Name: name, dtype: object",330
"0    Shunsuke Wada (和田俊輔)
Name: name, dtype: object",330
"0    Jing Jia (贾婧)
Name: name, dtype: object",330
"0    Philippe Virouleau
Name: name, dtype: object",329
"0    Spencer Chubb
Name: name, dtype: object",328
"0    Tyler Robinson
Name: name, dtype: object",328
"0    Andreas Pohl
Name: name, dtype: object",327
"0    Brady Metherall
Name: name, dtype: object",327
"0    Shuo Zhao (赵硕)
Name: name, dtype: object",327
"0    Antonio Egidio
Name: name, dtype: object",327
"0    Pranav Veera
Name: name, dtype: object",327
"0    Jorge Mario Gurdián Flores
Name: name, dtype: object",326
"0    Lakshay Modi
Name: name, dtype: object",326
"0    Ben Baron
Name: name, dtype: object",325
"0    Julian Schaffhauser
Name: name, dtype: object",325
"0    Angelo Piccolella
Name: name, dtype: object",325
"0    Matthew Hollinger
Name: name, dtype: object",324
"0    Dalton Padgett
Name: name, dtype: object",324
"0    Alejandro Isaza
Name: name, dtype: object",324
"0    Daniel Rose-Levine
Name: name, dtype: object",324
"0    Sebastian Werb
Name: name, dtype: object",324
"0    Hanns Hub
Name: name, dtype: object",324
